Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
23.0,754.0,Ясно,В 1м/с,18.0,754.0,Ясно,В 1м/с
26.0,755.0,Ясно,В 1м/с,20.0,755.0,Ясно,В 1м/с
27.0,756.0,Ясно,В 1м/с,22.0,756.0,Ясно,В 1м/с
27.0,757.0,Переменная облачность,З 2м/с,17.0,757.0,Ясно,З 2м/с
27.0,756.0,Ясно,СЗ 2м/с,18.0,756.0,Ясно,СЗ 2м/с
27.0,756.0,Ясно,З 1м/с,17.0,757.0,Ясно,З 1м/с
29.0,758.0,Ясно,З 1м/с,20.0,758.0,Ясно,З 1м/с
28.0,758.0,Ясно,ЮЗ 2м/с,23.0,758.0,Ясно,ЮЗ 2м/с
23.0,758.0,Ясно,Ю 3м/с,17.0,757.0,Ясно,Ю 3м/с
18.0,755.0,Переменная облачность,СЗ 2м/с,9.0,755.0,Пасмурно,СЗ 2м/с
13.0,752.0,Ясно,СЗ 1м/с,7.0,751.0,Ясно,СЗ 1м/с
9.0,743.0,Малооблачно,З 3м/с,9.0,744.0,Пасмурно,З 3м/с
11.0,736.0,Переменная облачность,З 3м/с,12.0,740.0,Переменная облачность,З 3м/с
11.0,755.0,Ясно,СЗ 2м/с,4.0,756.0,Ясно,СЗ 2м/с
17.0,752.0,Ясно,ЮЗ 3м/с,12.0,749.0,Ясно,ЮЗ 3м/с
19.0,742.0,Пасмурно,ЮЗ 3м/с,9.0,742.0,Пасмурно,ЮЗ 3м/с
3.0,743.0,Переменная облачность,С 2м/с,1.0,742.0,Пасмурно,С 2м/с
0.0,740.0,Пасмурно,З 4м/с,-1.0,743.0,Переменная облачность,З 4м/с
1.0,745.0,Пасмурно,ЮЗ 4м/с,0.0,745.0,Пасмурно,ЮЗ 4м/с
0.0,744.0,Переменная облачность,З 3м/с,0.0,745.0,Пасмурно,З 3м/с
1.0,748.0,Пасмурно,З 2м/с,-1.0,749.0,Пасмурно,З 2м/с
2.0,754.0,Пасмурно,З 4м/с,2.0,755.0,Переменная облачность,З 4м/с
3.0,758.0,Пасмурно,З 3м/с,3.0,758.0,Ясно,З 3м/с
9.0,759.0,Переменная облачность,З 3м/с,6.0,760.0,Ясно,З 3м/с
6.0,758.0,Переменная облачность,З 4м/с,5.0,757.0,Переменная облачность,З 4м/с
7.0,758.0,Пасмурно,СВ 1м/с,5.0,759.0,Ясно,СВ 1м/с
10.0,755.0,Переменная облачность,З 3м/с,7.0,753.0,Пасмурно,З 3м/с
11.0,749.0,Переменная облачность,З 3м/с,9.0,748.0,Пасмурно,З 3м/с
5.0,746.0,Пасмурно,З 2м/с,5.0,745.0,Пасмурно,З 2м/с
1.0,750.0,Пасмурно,С 2м/с,1.0,754.0,Переменная облачность,С 2м/с
1.0,758.0,Малооблачно,С 2м/с,-2.0,760.0,Ясно,С 2м/с
3.0,761.0,Ясно,Ю 1м/с,-2.0,761.0,Ясно,Ю 1м/с
3.0,758.0,Малооблачно,ЮВ 2м/с,3.0,755.0,Пасмурно,ЮВ 2м/с
0.0,752.0,Пасмурно,В 1м/с,0.0,752.0,Пасмурно,В 1м/с
1.0,749.0,Пасмурно,В 2м/с,2.0,749.0,Пасмурно,В 2м/с
3.0,746.0,Пасмурно,ЮЗ 3м/с,3.0,749.0,Пасмурно,ЮЗ 3м/с
7.0,746.0,Пасмурно,ЮЗ 2м/с,5.0,745.0,Переменная облачность,ЮЗ 2м/с
5.0,745.0,Переменная облачность,Ю 1м/с,4.0,743.0,Пасмурно,Ю 1м/с
3.0,746.0,Пасмурно,СЗ 3м/с,1.0,752.0,Переменная облачность,СЗ 3м/с
0.0,756.0,Переменная облачность,СЗ 2м/с,-1.0,757.0,Нет данных,СЗ 2м/с
-1.0,761.0,Нет данных,С 2м/с,-2.0,763.0,Нет данных,С 2м/с
0.0,755.0,Пасмурно,З 3м/с,1.0,754.0,Малооблачно,З 3м/с
3.0,744.0,Пасмурно,З 3м/с,3.0,744.0,Пасмурно,З 3м/с
4.0,738.0,Пасмурно,З 3м/с,5.0,737.0,Нет данных,З 3м/с
5.0,743.0,Пасмурно,СЗ 2м/с,4.0,745.0,Пасмурно,СЗ 2м/с
5.0,740.0,Пасмурно,З 2м/с,4.0,739.0,Пасмурно,З 2м/с
3.0,747.0,Пасмурно,СЗ 5м/с,3.0,751.0,Пасмурно,СЗ 5м/с
3.0,756.0,Малооблачно,З 2м/с,-1.0,756.0,Ясно,З 2м/с
2.0,753.0,Пасмурно,З 2м/с,2.0,752.0,Переменная облачность,З 2м/с
3.0,751.0,Пасмурно,Ю 1м/с,2.0,750.0,Переменная облачность,Ю 1м/с
2.0,746.0,Пасмурно,Ю 3м/с,1.0,743.0,Пасмурно,Ю 3м/с
0.0,736.0,Пасмурно,В 3м/с,1.0,735.0,Пасмурно,В 3м/с
0.0,738.0,Пасмурно,В 2м/с,0.0,740.0,Пасмурно,В 2м/с
-1.0,743.0,Пасмурно,В 2м/с,-3.0,745.0,Пасмурно,В 2м/с
-4.0,749.0,Пасмурно,С 1м/с,-5.0,750.0,Переменная облачность,С 1м/с
-3.0,748.0,Переменная облачность,В 2м/с,-4.0,748.0,Пасмурно,В 2м/с
-3.0,748.0,Переменная облачность,В 3м/с,-5.0,749.0,Пасмурно,В 3м/с
-6.0,752.0,Малооблачно,В 3м/с,-7.0,754.0,Переменная облачность,В 3м/с
-4.0,754.0,Малооблачно,В 1м/с,-5.0,755.0,Малооблачно,В 1м/с
-6.0,755.0,Пасмурно,Ю 1м/с,-6.0,755.0,Пасмурно,Ю 1м/с
-9.0,752.0,Пасмурно,В 4м/с,-9.0,750.0,Пасмурно,В 4м/с
3.0,741.0,Пасмурно,ЮЗ 3м/с,3.0,744.0,Нет данных,ЮЗ 3м/с
7.0,746.0,Пасмурно,ЮЗ 2м/с,8.0,746.0,Пасмурно,ЮЗ 2м/с
10.0,748.0,Пасмурно,ЮЗ 2м/с,10.0,749.0,Пасмурно,ЮЗ 2м/с
3.0,755.0,Пасмурно,СЗ 2м/с,2.0,756.0,Переменная облачность,СЗ 2м/с
1.0,752.0,Переменная облачность,В 2м/с,0.0,752.0,Пасмурно,В 2м/с
0.0,744.0,Пасмурно,В 4м/с,2.0,740.0,Пасмурно,В 4м/с
-4.0,746.0,Пасмурно,З 4м/с,-5.0,749.0,Переменная облачность,З 4м/с
-2.0,751.0,Ясно,З 3м/с,-3.0,752.0,Ясно,З 3м/с
2.0,754.0,Пасмурно,Ш,-2.0,755.0,Ясно,Ш
0.0,752.0,Малооблачно,В 2м/с,-1.0,750.0,Пасмурно,В 2м/с
-1.0,749.0,Пасмурно,В 1м/с,-1.0,746.0,Пасмурно,В 1м/с
1.0,749.0,Пасмурно,ЮВ 1м/с,0.0,750.0,Ясно,ЮВ 1м/с
-1.0,754.0,Малооблачно,СВ 2м/с,-2.0,756.0,Пасмурно,СВ 2м/с
-3.0,755.0,Пасмурно,З 2м/с,-2.0,753.0,Пасмурно,З 2м/с
-1.0,748.0,Пасмурно,ЮЗ 2м/с,-1.0,745.0,Пасмурно,ЮЗ 2м/с
2.0,745.0,Переменная облачность,З 3м/с,1.0,743.0,Пасмурно,З 3м/с
2.0,731.0,Пасмурно,З 4м/с,3.0,731.0,Пасмурно,З 4м/с
1.0,737.0,Пасмурно,СЗ 3м/с,1.0,741.0,Пасмурно,СЗ 3м/с
0.0,754.0,Малооблачно,СЗ 3м/с,-1.0,755.0,Малооблачно,СЗ 3м/с
2.0,753.0,Ясно,З 5м/с,1.0,752.0,Малооблачно,З 5м/с
-1.0,756.0,Пасмурно,З 2м/с,-2.0,755.0,Переменная облачность,З 2м/с
-2.0,753.0,Малооблачно,ЮЗ 2м/с,0.0,752.0,Пасмурно,ЮЗ 2м/с
1.0,744.0,Пасмурно,Ю 2м/с,-1.0,746.0,Пасмурно,Ю 2м/с
0.0,752.0,Пасмурно,З 2м/с,-4.0,753.0,Ясно,З 2м/с
-2.0,751.0,Пасмурно,ЮВ 2м/с,-3.0,749.0,Пасмурно,ЮВ 2м/с
-4.0,744.0,Пасмурно,СЗ 1м/с,-5.0,743.0,Пасмурно,СЗ 1м/с
-9.0,743.0,Переменная облачность,СЗ 3м/с,-10.0,746.0,Пасмурно,СЗ 3м/с
-10.0,752.0,Ясно,З 2м/с,-12.0,752.0,Пасмурно,З 2м/с
-16.0,754.0,Ясно,В 1м/с,-13.0,750.0,Пасмурно,В 1м/с
-6.0,743.0,Пасмурно,В 2м/с,-5.0,745.0,Пасмурно,В 2м/с
-1.0,746.0,Пасмурно,Ю 1м/с,-1.0,743.0,Пасмурно,Ю 1м/с
2.0,736.0,Пасмурно,Ш,,,Неизвестно,
2.0,741.0,Пасмурно,З 2м/с,2.0,742.0,Пасмурно,З 2м/с
1.0,730.0,Нет данных,В 1м/с,0.0,733.0,Нет данных,В 1м/с
-1.0,743.0,Пасмурно,СЗ 5м/с,-3.0,746.0,Пасмурно,СЗ 5м/с
-5.0,743.0,Пасмурно,ЮЗ 2м/с,-2.0,740.0,Пасмурно,ЮЗ 2м/с
1.0,736.0,Пасмурно,З 2м/с,-3.0,735.0,Пасмурно,З 2м/с
-4.0,745.0,Пасмурно,З 3м/с,-3.0,748.0,Пасмурно,З 3м/с
-6.0,752.0,Пасмурно,СЗ 3м/с,-8.0,754.0,Пасмурно,СЗ 3м/с
-11.0,757.0,Малооблачно,С 1м/с,-15.0,758.0,Пасмурно,С 1м/с
-16.0,759.0,Ясно,СВ 2м/с,-16.0,760.0,Ясно,СВ 2м/с
-16.0,762.0,Ясно,СВ 2м/с,-18.0,762.0,Ясно,СВ 2м/с
-19.0,760.0,Малооблачно,В 1м/с,-20.0,758.0,Малооблачно,В 1м/с
-12.0,745.0,Пасмурно,В 3м/с,-14.0,745.0,Пасмурно,В 3м/с
-17.0,752.0,Малооблачно,ЮВ 2м/с,-17.0,755.0,Малооблачно,ЮВ 2м/с
,,Неизвестно,,-15.0,758.0,Пасмурно,Ш
-16.0,756.0,Переменная облачность,В 4м/с,-17.0,755.0,Малооблачно,В 4м/с
-16.0,752.0,Пасмурно,В 3м/с,-14.0,751.0,Пасмурно,В 3м/с
-9.0,750.0,Пасмурно,В 3м/с,-7.0,749.0,Пасмурно,В 3м/с
-6.0,740.0,Пасмурно,В 5м/с,-3.0,737.0,Пасмурно,В 5м/с
,,Неизвестно,,-6.0,738.0,Пасмурно,Ш
-12.0,744.0,Переменная облачность,З 2м/с,-15.0,747.0,Ясно,З 2м/с
-17.0,755.0,Ясно,З 1м/с,-19.0,754.0,Ясно,З 1м/с
-11.0,747.0,Пасмурно,В 4м/с,-9.0,746.0,Пасмурно,В 4м/с
-6.0,747.0,Пасмурно,ЮВ 2м/с,-7.0,746.0,Пасмурно,ЮВ 2м/с
-5.0,749.0,Пасмурно,З 2м/с,-4.0,750.0,Переменная облачность,З 2м/с
-6.0,756.0,Ясно,СЗ 1м/с,-13.0,758.0,Ясно,СЗ 1м/с
-12.0,755.0,Ясно,В 4м/с,-8.0,753.0,Пасмурно,В 4м/с
-4.0,752.0,Пасмурно,ЮВ 3м/с,-4.0,751.0,Пасмурно,ЮВ 3м/с
-7.0,743.0,Пасмурно,В 3м/с,-5.0,742.0,Пасмурно,В 3м/с
-2.0,741.0,Пасмурно,В 1м/с,-3.0,742.0,Пасмурно,В 1м/с
-8.0,754.0,Малооблачно,ЮЗ 4м/с,-10.0,759.0,Ясно,ЮЗ 4м/с
-12.0,764.0,Пасмурно,В 3м/с,-10.0,761.0,Пасмурно,В 3м/с
-6.0,758.0,Малооблачно,ЮВ 2м/с,-8.0,756.0,Пасмурно,ЮВ 2м/с
-8.0,757.0,Пасмурно,СВ 1м/с,-13.0,758.0,Малооблачно,СВ 1м/с
-19.0,756.0,Ясно,СЗ 2м/с,-22.0,756.0,Ясно,СЗ 2м/с
-19.0,755.0,Ясно,СЗ 4м/с,-22.0,756.0,Ясно,СЗ 4м/с
-17.0,755.0,Ясно,В 2м/с,-20.0,755.0,Ясно,В 2м/с
-17.0,753.0,Ясно,В 2м/с,-20.0,754.0,Ясно,В 2м/с
-11.0,745.0,Пасмурно,ЮВ 3м/с,-10.0,744.0,Пасмурно,ЮВ 3м/с
-3.0,746.0,Пасмурно,З 1м/с,-1.0,747.0,Переменная облачность,З 1м/с
1.0,749.0,Пасмурно,Ю 1м/с,0.0,749.0,Пасмурно,Ю 1м/с
2.0,744.0,Пасмурно,Ю 3м/с,0.0,746.0,Пасмурно,Ю 3м/с
0.0,746.0,Пасмурно,Ю 1м/с,0.0,745.0,Пасмурно,Ю 1м/с
0.0,740.0,Пасмурно,ЮЗ 2м/с,0.0,738.0,Пасмурно,ЮЗ 2м/с
2.0,743.0,Малооблачно,З 3м/с,0.0,744.0,Малооблачно,З 3м/с
1.0,745.0,Пасмурно,З 1м/с,-1.0,747.0,Пасмурно,З 1м/с
-3.0,749.0,Малооблачно,З 1м/с,-5.0,749.0,Пасмурно,З 1м/с
-2.0,753.0,Пасмурно,СЗ 2м/с,-5.0,755.0,Ясно,СЗ 2м/с
-3.0,755.0,Пасмурно,З 2м/с,-2.0,755.0,Ясно,З 2м/с
0.0,758.0,Ясно,З 2м/с,-4.0,760.0,Ясно,З 2м/с
0.0,763.0,Ясно,ЮЗ 3м/с,-4.0,764.0,Ясно,ЮЗ 3м/с
-7.0,765.0,Пасмурно,В 3м/с,-8.0,765.0,Пасмурно,В 3м/с
-4.0,764.0,Ясно,В 2м/с,-9.0,764.0,Ясно,В 2м/с
-3.0,761.0,Ясно,В 1м/с,-8.0,759.0,Ясно,В 1м/с
-5.0,759.0,Ясно,ЮВ 3м/с,-7.0,759.0,Ясно,ЮВ 3м/с
-5.0,760.0,Малооблачно,В 2м/с,-5.0,761.0,Малооблачно,В 2м/с
-2.0,759.0,Пасмурно,В 3м/с,-3.0,755.0,Пасмурно,В 3м/с
0.0,748.0,Пасмурно,СЗ 3м/с,-3.0,749.0,Пасмурно,СЗ 3м/с
-2.0,753.0,Переменная облачность,СВ 3м/с,-2.0,756.0,Пасмурно,СВ 3м/с
0.0,761.0,Пасмурно,СВ 2м/с,-2.0,761.0,Ясно,СВ 2м/с
1.0,758.0,Ясно,В 3м/с,-1.0,755.0,Переменная облачность,В 3м/с
-4.0,750.0,Пасмурно,В 3м/с,-4.0,749.0,Пасмурно,В 3м/с
-3.0,756.0,Пасмурно,ЮВ 2м/с,-5.0,754.0,Пасмурно,ЮВ 2м/с
3.0,749.0,Пасмурно,ЮЗ 1м/с,1.0,750.0,Пасмурно,ЮЗ 1м/с
3.0,749.0,Малооблачно,ЮВ 1м/с,1.0,749.0,Пасмурно,ЮВ 1м/с
0.0,742.0,Пасмурно,ЮВ 2м/с,-1.0,741.0,Пасмурно,ЮВ 2м/с
3.0,749.0,Малооблачно,З 3м/с,-1.0,753.0,Ясно,З 3м/с
1.0,758.0,Пасмурно,Ю 2м/с,-1.0,757.0,Переменная облачность,Ю 2м/с
1.0,758.0,Пасмурно,З 1м/с,1.0,760.0,Переменная облачность,З 1м/с
2.0,760.0,Малооблачно,Ш,-4.0,758.0,Ясно,Ш
